régionCNC;N° auto;nom;région administrative;adresse;code INSEE;commune;population de la commune;DEP;N°UU;unité urbaine;population unité urbaine;situation géographique;écrans;fauteuils;semaines d'activité;séances;entrées 2022;entrées 2021;évolution entrées;tranche d'entrées;programmateur;AE;catégorie Art et Essai;label Art et Essai;genre;multiplexe;zone de la commune;nombre de films programmés;nombre de films inédits;nombre de films en semaine 1;PdM en entrées des films français;PdM en entrées des films américains;PdM en entrées des films européens;PdM en entrées des autres films;films Art et Essai;PdM en entrées des films Art et Essai;latitude;longitude;geolocalisation
4;67711;CINEMA CLAUDE MILLER;NOUVELLE AQUITAINE;PLACE DE L HOTEL DE VILLE;23030;Bourganeuf;2674.0;23;23101;Bourganeuf;2674.0;06-autres communes et unités urbaines;1.0;410.0;50.0;619.0;8820.0;5373.0;64.15410385259632;De 5 à 10 000 entrées;;OUI;E;;FIXE;NON;I;173.0;137.0;1.0;55.95453995889251;26.260428001450855;10.567041470197074;7.217990569459558;66.0;32.58372627251844;45.953962;1.755702;45.953962, 1.755702
